id,username,created_at,tweet,retweets_count,likes_count
1665132523859374081,andre_herdian05,2023-06-03 23:05:05+00:00,ikn sejahterakan ekonomi masyarakat kaltim dan buka peluang bagi UMKM #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/shyUcExAZN,0,0
1665132521523224576,andre_herdian05,2023-06-03 23:05:04+00:00,Sektor UMKM mengalami pertumbuhan pesat sejak pemerintah memulai pembangunan infrastruktur IKN.  #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/lygkag8bJ2,0,0
1665131457243672578,Juno390,2023-06-03 23:00:50+00:00,"RT @Migran_TV_7777: Setuju dengan Bang @RamliRizal , cawe² @jokowi di pilpres 2024 itu menunjukan kalau dia sudah tidak mampu lagi membenah…",98,0
1665130505120153603,a_daud_ppnp,2023-06-03 22:57:03+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665129889370890241,LuciaRatihz,2023-06-03 22:54:36+00:00,"RT @MediaKomando: Profil Aulia Akbar, Sosok yang Mendesain Logo IKN Pohon Hayat
https://t.co/q1lSJ9r3nS",14,0
1665128885908828160,GorenganPisang6,2023-06-03 22:50:37+00:00,"RT @YepryR: HASIL KARYA DAN GAGASAN CAPRES ANIES BASWEDAN,

Anies basewdan harga 20juta tiket formula E ludes terjual,hasil nyata karya ani…",20,0
1665127635624808448,_tenanan_iso,2023-06-03 22:45:39+00:00,@gustikajusup @archilles_2 @aniesbaswedan @Jakartaeprix @feryfarhati kamu paham IKN gak.....kalau ngerti gak bakal keluar tulisan mu.,0,0
1665127112477384709,oetomo_ian,2023-06-03 22:43:34+00:00,"@Bambangelf Gpp b ajah, cuma istilah aja, preseden nya sdh ada yaitu jokowi, dan hasilnya 82% rakyat puas, jgn disangkal, IKN itu cita2 bung karno dan diwujudkan sm jokowi sesulit apapun. Knpa kalian tnya terus dan nutup mata akan kberhasilan jokowi yg dkluarkan dr pruduk : Petugas Partai.",0,0
1665126561677471744,LuciaRatihz,2023-06-03 22:41:23+00:00,"RT @MediaKomando: Pohon Hayat Jadi Logo IKN, Netizen Singgung Pohon Hayat Ada di Alkitab
https://t.co/5057LV4J4t",12,0
1665126258877841410,RumbiakP,2023-06-03 22:40:11+00:00,IKN Menjaga Kalimantan Sebagai Paru-paru Dunia https://t.co/17KlZ2NgQt,0,0
1665126218709221378,Indones1aku,2023-06-03 22:40:01+00:00,RT @AntoniusCDN: Dengan bersatunya kekuatan Partai dan kekuatan Relawan akan menjadi kunci utk memenangkan @ganjarpranowo sbg Presiden di t…,30,0
1665125975493865478,Maskewok,2023-06-03 22:39:03+00:00,"@Araghutama Peh, mbok dijak perjadin antar benua toh 🤣
IKN wis ben diisi yg muda-muda wkwk",0,0
1665125776675729409,waaipkasep,2023-06-03 22:38:16+00:00,"RT @inilahdotcom: Keputusan Presiden Jokowi membuka tambang dan ekspor pasir laut, semakin banyak yang mengkritisi. Termasuk guru besar IPB…",853,0
1665125551596531717,mrmaulaa,2023-06-03 22:37:22+00:00,"RT @Adrianussatrio: Program BRT 5 /6 kota besar perlu dimulai ( Medan, Bandung, Makassar, Semarang, Surabaya, satu lagi apa ya.. ) 
- LRT B…",14,0
1665125536723509248,Araghutama,2023-06-03 22:37:19+00:00,@Maskewok Ora mashokk..auto mutasi nde IKN wkwk,0,0
1665125405513195522,moer78moer,2023-06-03 22:36:47+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665124987861336064,CakRony1130,2023-06-03 22:35:08+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665124646918967296,AnggunSafitriz,2023-06-03 22:33:47+00:00,RT @OposisiCerdas: Pencabutan Larangan Ekspor Pasir Laut: Jokowi Tukar Tambah ke Investor Buat Modal Bangun IKN https://t.co/KSDZhUDzSX,34,0
1665122343096557569,hybrids2022,2023-06-03 22:24:37+00:00,"@keuangannews_id Formula E program yg layak dilanjutkan oleh siapapun gubernur DKI. Utang 20.750Triliun, IKN, Kereta Cepat tapi gak perlu, semua klaim toll langit, laut, darat, oxygen, tambang nikel, TKA.. Duh gak ada yg pantas buat dilanjutkan",0,5
1665120228336910336,grrraargh,2023-06-03 22:16:13+00:00,"@kumparan Maksudnya, pasir dijual diekspor...trus kita beli lagi itu pasir dgn harga berlipat buat nambalin IKN, gitu kah? Gak bahaya ta? ,L🙄",0,0
1665119776665128960,Yulia_NS79,2023-06-03 22:14:25+00:00,RT @AntoniusCDN: Dengan bersatunya kekuatan Partai dan kekuatan Relawan akan menjadi kunci utk memenangkan @ganjarpranowo sbg Presiden di t…,30,0
1665117508704296960,ImaginarySteady,2023-06-03 22:05:25+00:00,"Proyek IKN today! 
Semoga cepat selesai dan inshaAllah pemindahan Ibukota Negara Republik Indonesia berjalan lancar dengan pemimpin-pemimpin adil, jujur dan amanah. Aamiin YR 🤲🇮🇩♥️🙏

https://t.co/A0gB1LtiTA",0,0
1665114919161958400,wongkalibanteng,2023-06-03 21:55:07+00:00,"RT @alextham878: Update KIPP IKN Nusantara Mulai Naik Lantai 2 Istana Negara IKN Nusantara 

Semoga pembangunan IKN Nusantara berjalan sesu…",22,0
1665114844218155014,MobazStory,2023-06-03 21:54:49+00:00,"RT @tawajkt: Ada ga Muslim yg protes?

Pohon Hayat Jadi Logo IKN, Netizen Singgung Pohon Hayat Ada di Alkitab.

https://t.co/MXf7ZbRSjt",10,0
1665113545376243712,RudyCahyon37382,2023-06-03 21:49:40+00:00,"RT @setkabgoid: Presiden @jokowi Luncurkan Logo IKN Bertema Pohon Hayat

#KabarKabinet
https://t.co/BqOXN4YPu2 https://t.co/wOylrVdaJv",14,0
1665111688209735680,MobazStory,2023-06-03 21:42:17+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665108720777297920,sayurmayur01,2023-06-03 21:30:29+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665108581967081472,dodywidodo13,2023-06-03 21:29:56+00:00,"@VeelaaRhie @jokowi @ganjarpranowo Mari Rakyat  Kalimantan dan Seluruh Masyarakat Indonesia  Untuk Menenggelamkan Partai Koalisi Perubahan, Yang Berpikiran Sempit. Tetap Dukung Ibukota IKN Sebagai Ibukota RI Masa Depan yg Sesuai dengan Amanat UU IKN. Demi Indonesia Jaya.",0,0
1665107857488982018,MocangTian,2023-06-03 21:27:04+00:00,"@scorpion4l4l @There91194264 Luhut BP makelar Negara.Makanya pulau yang menurutnya potensi utk pertambangan di Jual ke China.Sementara uang hasil penjualan Pulau di bangun IKN,tujuannya membangun  IKN itu akan di buatkan jaminan pinjam uang ke China. pejabat Bajingan,kerjanya hanya bisa garong uang rakyat.",0,2
1665107691570864129,CeBi_62,2023-06-03 21:26:24+00:00,@KompasTV Jokowi memang selalu mengingkari janji. Masih inget nawacita? Atau masih inget kalau dia bilang ga bakal cawe2? Masih inget IKN? kereta cepat Jakarta-Bandung?,0,0
1665107498775506944,KenapaBegitusih,2023-06-03 21:25:38+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665106706391773184,uusbustami,2023-06-03 21:22:29+00:00,"RT @RadarKorupsi: Sampai saat ini nalar saya masih kagok soal PP buka ekspor pasir laut untuk Reklamasi di RI dan IKN. 

Ekspor dulu, setel…",22,0
1665105359369822209,hybrids2022,2023-06-03 21:17:08+00:00,"@AndiSinulingga Jadi formula E adalah program bagus layak dilanjutkan.. Kalo IKN? Kereta bohong (cepat tapi lemot), infrastruktur ghaib, segala macam jualan toll (darat, laut, udara)?",0,3
1665105176938573824,DoeztWae,2023-06-03 21:16:24+00:00,RT @asumsico: Sebanyak 130 delegasi singapura melakukan kunjungan ke kawasan Ibu Kota Negara (IKN) Nusantara. https://t.co/N3OXpVVYaT,33,0
1665105050254053376,Kang_Bedjo9000,2023-06-03 21:15:54+00:00,"RT @RadarKorupsi: Sampai saat ini nalar saya masih kagok soal PP buka ekspor pasir laut untuk Reklamasi di RI dan IKN. 

Ekspor dulu, setel…",22,0
1665102806418862080,Adiinotrino,2023-06-03 21:06:59+00:00,RT @AntoniusCDN: Dengan bersatunya kekuatan Partai dan kekuatan Relawan akan menjadi kunci utk memenangkan @ganjarpranowo sbg Presiden di t…,30,0
1665097798738649088,AntoniusCDN,2023-06-03 20:47:05+00:00,Dengan bersatunya kekuatan Partai dan kekuatan Relawan akan menjadi kunci utk memenangkan @ganjarpranowo sbg Presiden di th 2024 supaya bisa meneruskan program kerja Pak @jokowi selama ini terutama pembangunan IKN https://t.co/4xtQB6TRlf,30,54
1665097344440848384,ImaginarySteady,2023-06-03 20:45:17+00:00,"Proyek IKN &amp; kenapa saya setuju dengan proyek ini, walaupun menghabiskan anggaran besar. 
1 ) Sudah waktunya kita membuat ibukota dan pusat bisnis menjadi terpisah.
2 ) Sentralisasi P. Jawa sebagai pusat tidaklah terlalu aman ditinjau dari segi teritorial dsb.
3 ) Faktor sejarah.",0,0
1665094430494461954,CarloLian3,2023-06-03 20:33:42+00:00,RT @Yahceksultan: @RCjpcpSnfBLLX9b @tribunnews Gak percaya..  Apalgi SUMUT jelas2 mau perubahan dlm sistem tatanan negara bukan berubah dlm…,1,0
1665093378894336000,mrndi_,2023-06-03 20:29:32+00:00,@budiantosudjono @OkaRobiM @rgoestama @ikn_id Yg highclass bwang buat para tikus markup harganya sesuka hati,0,1
1665090008712085504,JJohansaya28901,2023-06-03 20:16:08+00:00,"RT @tvOneNews: Pohon Hayat Jadi Logo IKN, Netizen Singgung Pohon Hayat Ada di Alkitab https://t.co/Rl57L5G7LI",101,0
1665089704922951681,abah_saka,2023-06-03 20:14:56+00:00,RT @DoankWarto: Kata kadrun bungul logo IKN mirip DAJJAL. https://t.co/tWEcepBr0V,8,0
1665089430108143616,Callystasweet11,2023-06-03 20:13:50+00:00,"RT @NyiRrk: Waduuuh Pak De Cawe Cawe Capres Mengamankan Proyek Strategis Nasional 
IKN apa Ice Doger Rp 71 Milyard ? 
#SkandalHitamIjazahPa…",5,0
1665088734491205632,AureliaMawar,2023-06-03 20:11:04+00:00,ABB Siap Bantu Pemerintah Wujudkan IKN sebagai Kota Minim Emisi Karbon https://t.co/0DUjQXhS2A,0,0
1665085847962800128,travelNexpress,2023-06-03 19:59:36+00:00,"RT @YepryR: Ciyeee,.. cari panggung suara nih buat di Papua,jokowi hanya cukup pikirin investor untuk IKN saja,jadi mana ada mikirin solusi…",11,0
1665085097287237632,zuhrydhuha,2023-06-03 19:56:37+00:00,"@tvOneNews Garuda Pancasila Lambang NKRI harga mati. Di setiap Kab/Kota ada lambangnya. Begitu juga setiap Propinsi/Dl/DOK/DKI, ada lambangnya. Bagaimana IKN ,,? Perlu ada atau tidak,,?.",0,0
1665084443877584896,PandirKelana13,2023-06-03 19:54:01+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665082863581032450,bobohodibalik,2023-06-03 19:47:45+00:00,@rgoestama @rian_aristio pengembangan bisnis ikn nih ri,0,2
1665082071570853889,travelNexpress,2023-06-03 19:44:36+00:00,"RT @musniumar: Mengerikan sekali besarnya utang Indonesia yang tembus Rp20750 triliun. Kata Pak JK berutang itu mudah, yang susah membayarn…",288,0
1665081196429348865,pales80144509,2023-06-03 19:41:07+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665076820285194240,TobaCoffee,2023-06-03 19:23:44+00:00,"RT @lettachantik: Pagii 
Hari Sabtu ceria 
Kejaksaan mendukung terwujudnya IKN 
Awal 2024 sebagian kejaksaan harus beralih pindah ke IKN, 2…",21,0
1665074184500944896,Atiq_Tam,2023-06-03 19:13:15+00:00,"RT @BryanNuraini: Rela Masuk Kabinet Jokowi Demi Dapat Jatah Proyek IKN, Bisnis Prabowo Jadi Sorotan
Kurnia Meiga
Raffi
Naomi https://t.co/…",6,0
1665073046187655168,charr_lyneee,2023-06-03 19:08:44+00:00,"RT @jokowi: Selamat pagi. Inilah logo Ibu Kota Nusantara yang diluncurkan kemarin. Logo yang akan menjadi identitas visual bagi IKN.

Teman…",2777,0
1665071201402904576,ArifGaib_,2023-06-03 19:01:24+00:00,@detikcom The Best IKN Logo 😎,0,0
1665069171825160200,aki_jupi2,2023-06-03 18:53:20+00:00,RT @DameHutaba99169: Dari pada ngurus Cawe Cawe Capres ngumpulin para Ketua Parpol di istana menggunakan fasiltas negara. . Padahal sebenta…,1,0
1665065475779207168,Valdinho74,2023-06-03 18:38:39+00:00,@RadarKorupsi Jadi IKN itu di tepi pantai rupanya?,0,1
1665065352886386688,athdimsfdhr,2023-06-03 18:38:10+00:00,"RT @Adrianussatrio: Program BRT 5 /6 kota besar perlu dimulai ( Medan, Bandung, Makassar, Semarang, Surabaya, satu lagi apa ya.. ) 
- LRT B…",14,0
1665062698508488704,ichalaz,2023-06-03 18:27:37+00:00,"@jokowi apapun alasan yg ingin anda sampaikan kalau ini murni dan hak politik moeldoko. Selama dia KSP dan anda presidennya, anda akan terseret dalam lumpur pencemaran demokrasi ini. Lupakan IKN, dll. Buku sejarah akan mencatat diam-nya anda ini sebagai kebusukan anda. https://t.co/uTxe7rYNTx",0,0
1665062220487704577,EagleReaper01,2023-06-03 18:25:43+00:00,"RT @EagleReaper01: @DoankWarto sudah, dihentikan saja itu IKN
.
tidak visible, tidak ada investor, nyedot uang negara saja hanya untuk penu…",1,0
1665060752410169344,kangtrivia,2023-06-03 18:19:53+00:00,"RT @tvOneNews: Pohon Hayat Jadi Logo IKN, Netizen Singgung Pohon Hayat Ada di Alkitab https://t.co/Rl57L5G7LI",101,0
1665060608969146368,elangbadai5,2023-06-03 18:19:19+00:00,RT @Alamalika: Kontradiktif !! Simbolnya pohon hayat(kehidupan).... tapi jutaan pohon di Kaltim malah ditebangi untuk IKN. https://t.co/2WX…,9,0
1665060544561152003,kangtrivia,2023-06-03 18:19:03+00:00,"RT @PDemokrat: Tunda Pembangunan IKN, Demokrat Minta Anggaran Negara Diprioritaskan untuk Kesejahteraan Rakyat

""Anggaran yang sifatnya non…",103,0
1665059596975722496,blessedluckyy,2023-06-03 18:15:17+00:00,RT @asumsico: Sebanyak 130 delegasi singapura melakukan kunjungan ke kawasan Ibu Kota Negara (IKN) Nusantara. https://t.co/N3OXpVVYaT,33,0
1665059458521743364,catijahs,2023-06-03 18:14:44+00:00,"RT @sibermun: @susipudjiastuti Nanti bisa dipekerjakan di IĶN

https://t.co/YMTUWQR8r2",1,0
1665059389554978816,mas_umam91,2023-06-03 18:14:28+00:00,RT @Suharto91638148: @Indones1aku Lebih banyak mana penggundulan di Monas sama di IKN.. rusaknya habitat di IKN..tambang Wadas Jawa tengah…,1,0
1665059211364175872,AnasImron,2023-06-03 18:13:45+00:00,RT @rgoestama: @ikn_id Bismillah https://t.co/wngi2qrhpt,27,0
1665057895145410561,RelpenM,2023-06-03 18:08:32+00:00,"RT @Adrianussatrio: Program BRT 5 /6 kota besar perlu dimulai ( Medan, Bandung, Makassar, Semarang, Surabaya, satu lagi apa ya.. ) 
- LRT B…",14,0
1665057251529478146,ikhlasulamal077,2023-06-03 18:05:58+00:00,"RT @tvOneNews: Pohon Hayat Jadi Logo IKN, Netizen Singgung Pohon Hayat Ada di Alkitab https://t.co/Rl57L5G7LI",101,0
1665056739765493762,takobak88,2023-06-03 18:03:56+00:00,RT @asumsico: Sebanyak 130 delegasi singapura melakukan kunjungan ke kawasan Ibu Kota Negara (IKN) Nusantara. https://t.co/N3OXpVVYaT,33,0
1665056725987397633,chandra36841544,2023-06-03 18:03:53+00:00,"RT @musniumar: Mengerikan sekali besarnya utang Indonesia yang tembus Rp20750 triliun. Kata Pak JK berutang itu mudah, yang susah membayarn…",288,0
1665056593463918592,dekmingi,2023-06-03 18:03:21+00:00,"RT @Adrianussatrio: Program BRT 5 /6 kota besar perlu dimulai ( Medan, Bandung, Makassar, Semarang, Surabaya, satu lagi apa ya.. ) 
- LRT B…",14,0
1665056542909931520,ki_cakrasurya,2023-06-03 18:03:09+00:00,"Demi mbangun IKN pulau pasir pun akan dijual?

https://t.co/UvgJ193c67",0,2
1665054485750726658,cacaamerica2,2023-06-03 17:54:59+00:00,"Jualan IkN enggak laku, investor gakda yang minat!

Ya udah jualan pasir aja, lebih menjanjikan keknya 🙄 https://t.co/v1z3uH1PP8",0,0
1665054224772890625,THE_DJOE,2023-06-03 17:53:57+00:00,@Irawand33 @haratnya Serem juga lah om .. kalo bisa jangan nanti IKN bisa berantakan wkwkwkw,0,7
1665053697930346503,MonCha65938734,2023-06-03 17:51:51+00:00,"RT @MuchNasikhin: @RamliRizal Udah di bohongi china tentang kereta cepat,sekarang di PHP in singapore mau investasi di IKN,singapore itu li…",1,0
1665052665104175104,DYS_yes,2023-06-03 17:47:45+00:00,@KompasTV Di IKN aja sana,0,0
1665049614691565573,2wishkey,2023-06-03 17:35:37+00:00,"RT @RadarKorupsi: Sampai saat ini nalar saya masih kagok soal PP buka ekspor pasir laut untuk Reklamasi di RI dan IKN. 

Ekspor dulu, setel…",22,0
1665048991132794880,cacaamerica2,2023-06-03 17:33:09+00:00,RT @Jodiana80: Logo IKN mirip Lambang Dajjal https://t.co/BftbM2TtWp,160,0
1665048398729207809,alqosam9991,2023-06-03 17:30:48+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665047359506489346,prasnug_kediri,2023-06-03 17:26:40+00:00,"RT @HidayatNatari: Bicara Tentang IKN;
""Pertanyaannya siapa yg akan pindah ke sana?""
-
Mene ketehe?😂 https://t.co/7dKwTbtI4X",194,0
1665047219332890625,Afrchamp,2023-06-03 17:26:06+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665046476681084932,wa_one1,2023-06-03 17:23:09+00:00,Benarkah Pohon Hayat yg menjadi Lambang IKN adalah sebuah pohon yg di gambarkan dalam kitab injil ???@DPR_RI @FPKSDPRRI @muhammadiyah @nu_online @republikaonline https://t.co/RjSOAa8mLn,0,0
1665045661996154882,DameHutaba99169,2023-06-03 17:19:55+00:00,"Dari pada ngurus Cawe Cawe Capres ngumpulin para Ketua Parpol di istana menggunakan fasiltas negara. . Padahal sebentar lagi udah Serah terima  jabatan sama Anies..
Mending konsent urusin  urusan yg masih banyak terbengkalai seperti IKN yang anggaran nya masih belum jelas.dll https://t.co/mSnFEsYRbj",1,1
1665045509319557120,54D4R_4HM4D,2023-06-03 17:19:19+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665044651131432962,Wsupras,2023-06-03 17:15:54+00:00,"RT @YepryR: HASIL KARYA DAN GAGASAN CAPRES ANIES BASWEDAN,

Anies basewdan harga 20juta tiket formula E ludes terjual,hasil nyata karya ani…",20,0
1665044220967628800,beatriz92773809,2023-06-03 17:14:11+00:00,"@NoticieroSLV @MedioAmbienteSV Bijpb7 p
6bbh. Y. Lo. B  👙 nķlj milpa v  l ob nyb8p6p. Pp
Mm mlm ikn 8 p knh8ulhhnb6 lnhy las dos 7 8. M n8.bll8oubl .m",0,0
1665043035682398210,valhinduan,2023-06-03 17:09:29+00:00,"RT @OposisiCerdas: Dikuliti Habis, Pohon Hayat yang Dipakai Jokowi Jadi Logo Ibu Kota Negara Dikaitkan dengan Alkitab, IKN Diubah Jadi Inji…",261,0
1665042830090293250,FrivanMuhammad,2023-06-03 17:08:40+00:00,"RT @Adrianussatrio: Program BRT 5 /6 kota besar perlu dimulai ( Medan, Bandung, Makassar, Semarang, Surabaya, satu lagi apa ya.. ) 
- LRT B…",14,0
